employee_id,name,department,email,employment_status
EMP371,Bhushan Bansal,Legal,satyendra.dubey@paytm.com,Inactive
EMP372,Urmila Rao,Engineering,tanveer2.ahmed@paytm.com,Active
EMP373,Lokesh Mehta,Sales,rahul2.rajan@paytm.com,Active
EMP374,Sarika Pandey,Data Analytics,rajit.dua@paytm.com,Active
EMP375,Arun Tiwari,Marketing,ruby.gera@paytm.com,Active
EMP376,Bharti Kapoor,Information Technology,manzar.siddiqui@paytm.com,Active
EMP377,Kishore Soni,Customer Service,balaram1.ramachandra@paytm.com,Active
EMP378,Garima Ghosh,Digital Marketing,shikha.sharma@paytm.com,Active
EMP379,Surendra Joshi,Operations,anshul.batra@paytm.com,Active
EMP380,Anila Pillai,Human Resources,harshita.baswal@paytm.com,Active
EMP381,Praveen Agarwal,Finance,shatakshi.jaiswal@paytm.com,Inactive
EMP382,Mona Kumari,Customer Support,dhawal.renge@paytm.com,Active
EMP383,Deepak Goyal,Product Management,kiran1.pk@paytm.com,Active
EMP384,Shalini Saxena,Quality Assurance,isha1.gupta@paytm.com,Active
EMP385,Parag Bhardwaj,Business Development,harmeet2.kaur@paytminsurance.co.in,Active
EMP386,Tanu Malhotra,Legal,nitin1.shakya@paytm.com,Active
EMP387,Ashwin Chandra,Engineering,aditya.bhattacharya@paytm.com,Active
EMP388,Sanjana Nair,Sales,gaurav12.gupta@paytm.com,Active
EMP389,Raman Goyal,Data Analytics,ratan.jha@paytm.com,Active
EMP390,Vasanti Iyer,Marketing,prafull.anand@paytm.com,Active
EMP391,Bhavesh Reddy,Information Technology,ankur1.tiwari@paytm.com,Inactive
EMP392,Chandrika Bajaj,Customer Service,abhishek1.rana@paytm.com,Active
EMP393,Nilesh Bhatt,Digital Marketing,narayan.rajput@paytm.com,Active
EMP394,Shobha Khurana,Operations,bhaskar5.paytm@ileads.one,Active
EMP395,Purushottam Tripathi,Human Resources,siddharth.makol@paytm.com,Active
EMP396,Sushma Garg,Finance,uttam.sharma@paytm.com,Active
EMP397,Jagdish Thakur,Customer Support,anil1.darji@paytm.com,Active
EMP398,Rajni Sinha,Product Management,pradeep8.singh@paytmcloud.in,Active
EMP399,Pramod Shukla,Quality Assurance,anshita.chandel@paytm.com,Active
EMP400,Kalpana Bose,Business Development,patel.darshit@paytm.com,Active
EMP401,Mahesh Mishra,Legal,sourabh.deshpande@paytm.com,Inactive
EMP402,Sudha Rawat,Engineering,harshdeep2.singh@paytm.com,Active
EMP403,Brijesh Chauhan,Sales,rahul9.verma@paytm.com,Active
EMP404,Seema Agarwal,Data Analytics,ramthullap@ticketnew.com,Active
EMP405,Girish Jain,Marketing,snehil1.gautam@paytm.com,Active
EMP406,Meena Kalra,Information Technology,yash.baley@paytm.com,Active
EMP407,Shailendra Verma,Customer Service,md.jawaid@paytm.com,Active
EMP408,Neeraj Sharma,Digital Marketing,garima4.sharma@paytm.com,Active
EMP409,Sangeeta Gupta,Operations,piyush.sethi@paytm.com,Active
EMP410,Umesh Singh,Human Resources,hrishikesh.bharti@paytm.com,Active
EMP411,Pratibha Bansal,Finance,sharma6.vijay@paytm.com,Inactive
EMP412,Sohan Rao,Customer Support,p.pruthvi@paytm.com,Active
EMP413,Suvarna Mehta,Product Management,ashish.kandpal@paytm.com,Active
EMP414,Rakesh Pandey,Quality Assurance,nikhil1.bansal@paytm.com,Active
EMP415,Shweta Tiwari,Business Development,richi.yadav@paytm.com,Active
EMP416,Chander Kapoor,Legal,prem6.singh@paytm.com,Active
EMP417,Nitin Soni,Engineering,vibhuti.raman@paytm.com,Active
EMP418,Vandana Ghosh,Sales,gaurav5.kumar@paytm.com,Active
EMP419,Sushil Joshi,Data Analytics,konark.kumar@paytm.com,Active
EMP420,Chhaya Pillai,Marketing,manav.goel@paytm.com,Active
EMP421,Shivam Agarwal,Information Technology,rohit.mahajan@paytmpayments.com,Inactive
EMP422,Pushpa Kumari,Customer Service,himanshu2.dubey@paytmpayments.com,Active
EMP423,Yash Goyal,Digital Marketing,akshaya1.pandey@paytm.com,Active
EMP424,Shikha Saxena,Operations,sumitb53.paytm@ileads.one,Active
EMP425,Nitesh Bhardwaj,Human Resources,archit1.goel@paytm.com,Active
EMP426,Sheetal Malhotra,Finance,sandhya.chauhan@paytm.com,Active
EMP427,Bhupesh Chandra,Customer Support,arpit1.mishra@paytm.com,Active
EMP428,Devi Nair,Product Management,mm.products@paytm.com,Active
EMP429,Sanjay Goyal,Quality Assurance,nitika1.kushwaha@paytmcloud.in,Active
EMP430,Sandhya Iyer,Business Development,rahul.bikka@paytm.com,Active
EMP431,Ashish Reddy,Legal,shivam.baijal@paytm.com,Inactive
EMP432,Kiran Bajaj,Engineering,tanmay1.jaiswal@paytm.com,Active
EMP433,Radhika Bhatt,Sales,paramjeet1.kaur@paytm.com,Active
EMP434,Vishal Khurana,Data Analytics,abhinav2.srivastava@paytm.com,Active
EMP435,Sarita Tripathi,Marketing,rekha.bhatt@paytm.com,Active
EMP436,Krishnan Garg,Information Technology,paras.gambhir@paytm.com,Active
EMP437,Amrit Thakur,Customer Service,shivam5.tiwari@paytm.com,Active
EMP438,Dipti Sinha,Digital Marketing,dinesh3.singh@paytm.com,Active
EMP439,Haresh Shukla,Operations,jafaruddeen.ansari@paytm.com,Active
EMP440,Laxmi Bose,Human Resources,ram.chauhan@paytm.com,Active
EMP441,Devendra Mishra,Finance,chetan.singh@paytm.com,Inactive
EMP442,Swati Rawat,Customer Support,pushkars64.paytm@ileads.one,Active
EMP443,Naveen Chauhan,Product Management,aksh.tiwari@paytm.com,Active
EMP444,Priyanka Agarwal,Quality Assurance,dharmendra1.tomar@paytm.com,Active
EMP445,Anil Jain,Business Development,lms.tech@paytm.com,Active
EMP446,Reeta Kalra,Legal,samual.shiri@paytm.com,Active
EMP447,Mohan Verma,Engineering,gaurav1.dixit@paytm.com,Active
EMP448,Namrata Sharma,Sales,collection-tech-services@paytm.com,Active
EMP449,Rajeev Gupta,Data Analytics,geetab67.paytm@ileads.one,Active
EMP450,Seema Singh,Marketing,gold.tech@paytm.com,Active
EMP451,Bharat Bansal,Information Technology,tarikh.anwar@paytm.com,Inactive
EMP452,Kiran Rao,Customer Service,praful.prasad@paytm.com,Active
EMP453,Tushar Mehta,Digital Marketing,jugal.thakkar@paytminsurance.co.in,Active
EMP454,Shashi Pandey,Operations,govardhan.shekar@paytm.com,Active
EMP455,Hemant Tiwari,Human Resources,somashekar.v@paytm.com,Active
EMP456,Usha Kapoor,Finance,neha.sultan1@adityabirlacapital.com,Active
EMP457,Dinesh Soni,Customer Support,sharath5.kumar@paytm.com,Active
EMP458,Sapna Ghosh,Product Management,neeti.joshi@paytm.com,Active
EMP459,Lalit Joshi,Quality Assurance,jagriti.yadav@paytm.com,Active
EMP460,Surbhi Pillai,Business Development,suraj2.rawat@paytm.com,Inactive
EMP461,Gaurav Agarwal,Legal,ravi2.chaudhary@paytm.com,Active
EMP462,Neelima Kumari,Engineering,pavan1.kalyan@paytm.com,Active
EMP463,Pradeep Goyal,Sales,nikhil2.kulshrestha@paytm.com,Active
EMP464,Radha Saxena,Data Analytics,ramavali.more1@adityabirlacapital.com,Active
EMP465,Sanjiv Bhardwaj,Marketing,vikrant.gaur@paytm.com,Active
EMP466,Manju Malhotra,Information Technology,akash1.prajapati@paytm.com,Active
EMP467,Raj Chandra,Customer Service,sidharth.kumar@paytm.com,Active
EMP468,Nidhi Nair,Digital Marketing,nikhil.joshi2@adityabirlacapital.com,Active
EMP469,Sunil Goyal,Operations,rahul.sahoo@paytm.com,Active
EMP470,Kavita Iyer,Human Resources,subhash.varma@paytm.com,Inactive
EMP471,Mahesh Reddy,Finance,dal.pratap@paytm.com,Active
EMP472,Priya Bajaj,Customer Support,sunil48.kumar@paytm.com,Active
EMP473,Kaushal Bhatt,Product Management,dheeraj.arya@paytm.com,Active
EMP474,Shanti Khurana,Quality Assurance,twinkle.sehotia@paytm.com,Active
EMP475,Vishnu Tripathi,Business Development,saurabh16.sharma@paytm.com,Active
EMP476,Gayatri Garg,Legal,abhishek1.raj@paytm.com,Active
EMP477,Deepesh Thakur,Engineering,kondireddy.sravan@paytm.com,Active
EMP478,Renu Sinha,Sales,saqib.suhail@paytminsurance.co.in,Active
EMP479,Ajit Shukla,Data Analytics,gaurav43.kumar@paipai.mobi,Active
EMP480,Latha Bose,Marketing,abhinav.jaiswal@paytm.com,Inactive
EMP481,Mahendra Mishra,Information Technology,ashish.powar@paytm.com,Active
EMP482,Poonam Rawat,Customer Service,suman1.roy@paytm.com,Active
EMP483,Sameer Chauhan,Digital Marketing,gunjan1.sharma@paytm.com,Active
EMP484,Radha Agarwal,Operations,vanishree.puthran@paytm.com,Active
EMP485,Vijay Jain,Human Resources,tabassum.banu@paytm.com,Active
EMP486,Anupama Kalra,Finance,anchal.arora@paytm.com,Active
EMP487,Ramesh Verma,Customer Support,rohit.wawre@paytm.com,Active
EMP488,Nisha Sharma,Product Management,mamoni.mondal@tatwa.com,Active
EMP489,Subodh Gupta,Quality Assurance,raka.dutta@paytm.com,Active
EMP490,Vidya Singh,Business Development,vidit.bhardwaj@paytm.com,Active
EMP491,Bhushan Bansal,Legal,charan1.jatav@paytm.com,Inactive
EMP492,Urmila Rao,Engineering,fastag-issuer-prod@paytm.com,Active
EMP493,Lokesh Mehta,Sales,ajay.meshram@paytm.com,Active
EMP494,Sarika Pandey,Data Analytics,ami.ganjawalla@paytm.com,Active
EMP495,Arun Tiwari,Marketing,rahul22.gupta@paytm.com,Active
EMP496,Bharti Kapoor,Information Technology,gaurir83.apaytm@ileads.one,Active
EMP497,Kishore Soni,Customer Service,preeti.verma@paytm.com,Active
EMP498,Garima Ghosh,Digital Marketing,jaya.chauhan@adityabirlacapital.com,Active
EMP499,Surendra Joshi,Operations,anandita.jain@paytm.com,Active
EMP500,Anila Pillai,Human Resources,rupesh.sabne@paytm.com,Active
